celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(11) 91245-2100,1972-12-31,52,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 95685-5213,1984-10-16,41,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Sé,,,Clínicas de Saúde e Bem-estar
(11) 91526-1087,1955-09-30,70,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 96152-3093,1982-03-08,43,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,República,São Paulo,Perdizes,Lojas de Roupas e Calçados
(11) 91478-4581,1980-04-15,45,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,,,Postos de Combustível e Serviços Automotivos
(11) 95827-8237,1953-03-23,72,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Itaquera,,,Restaurantes com comida caseira
(11) 98510-4582,1986-11-18,38,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,,,Postos de Combustível e Serviços Automotivos
(11) 91091-5504,1967-08-19,58,Masculino,São Paulo,Butantã,São Paulo,placeholder_campanha,Perdizes,São Paulo,Consolação,"Papelarias, Livrarias e Lojas de Escritório"
(11) 99132-6400,1949-02-12,76,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,São Paulo,Bela Vista,Igrejas e Lojas de Artigos Religiosos
(21) 99041-3848,1954-01-17,71,Masculino,da Luz da Praia,Pinheiros,São Paulo,placeholder_campanha,Sé,,,Produtos Naturais e Fitoterápicos
(11) 99580-9228,2006-01-11,19,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Bela Vista,,,Cinema e Streaming Experience Stores
(11) 97562-3881,1969-11-11,55,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Sé,Lojas de Móveis e Decoração
(61) 92663-5089,1963-08-26,62,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 93165-3960,1960-08-28,65,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Sé,,,Supermercados de Bairro e Mercadinhos
(11) 93106-4399,1941-04-03,84,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Consolação,Farmácias e Drogarias
(11) 95611-1203,1999-05-31,26,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 92862-7783,2006-11-23,18,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Bela Vista,São Paulo,República,Academias e Studios Fitness
(11) 97135-3442,1971-06-27,54,Feminino,São Paulo,Vila Prudente,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 99242-9971,1946-10-29,79,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Bela Vista,,,Fisioterapia e Terapias Complementares
(11) 91001-6175,1938-07-31,87,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Consolação,,,Restaurantes com comida caseira
(11) 95961-8943,1968-10-18,57,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Consolação,Postos de Combustível e Serviços Automotivos
(11) 92722-3003,1982-10-05,43,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Tucuruvi,,,Postos de Combustível e Serviços Automotivos
(11) 99102-7301,1945-05-22,80,Feminino,São Paulo,Sé,,placeholder_campanha,,São Paulo,Limão,Igrejas e Lojas de Artigos Religiosos
(11) 97101-5075,1991-06-15,34,Feminino,São Paulo,Consolação,,placeholder_campanha,,São Paulo,Sé,Farmácias e Drogarias
(41) 93346-2013,1974-10-15,51,Feminino,Rodrigues de Costa,Itaquera,São Paulo,placeholder_campanha,Casa Verde,,,Farmácias e Drogarias
(31) 92047-5802,1943-05-24,82,Outro,Viana,Pinheiros,São Paulo,placeholder_campanha,Sé,,,Calçados Confortáveis e Ortopédicos
(11) 96650-7891,1989-04-25,36,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Pinheiros,,,Postos de Combustível e Serviços Automotivos
(11) 93957-5129,1949-06-26,76,Masculino,Sales,Itaquera,,placeholder_campanha,,São Paulo,Consolação,Clínicas Médicas e Laboratórios
(11) 97566-2855,1985-01-20,40,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Vila Prudente,,,Farmácias e Drogarias
(41) 95190-4030,1967-04-22,58,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes e Gastronomia
(11) 99213-5035,1981-01-28,44,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Casa Verde,,,Lojas de Roupas e Calçados
(11) 99076-6148,1986-05-18,39,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Penha,,,Farmácias e Drogarias
(11) 93710-6296,1995-07-24,30,Outro,São Paulo,República,,placeholder_campanha,,São Paulo,Limão,Espaços Culturais e de Experiência Interativa
(11) 94111-7480,1982-09-09,43,Feminino,São Paulo,Bela Vista,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 95562-4230,1946-11-24,78,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Penha,São Paulo,Limão,Farmácias e Drogarias
(11) 91652-1742,1952-04-07,73,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,,,Bancos e Casas Lotéricas
(11) 96661-7850,1936-08-01,89,Feminino,Pereira Alegre,Itaquera,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 91154-3684,1978-05-15,47,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Vila Prudente,,,Postos de Combustível e Serviços Automotivos
(11) 93046-6077,2001-02-15,24,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Itaquera,,,Cafeterias e Bistrôs Modernos
(11) 99957-3865,2000-09-15,25,Outro,São Paulo,Jabaquara,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(11) 97606-3920,1982-09-02,43,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Lapa,,,Supermercados e Mercados Express
(11) 94407-2042,1982-06-25,43,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Vila Prudente,São Paulo,Higienópolis,Clínicas de Saúde e Bem-estar
(11) 94376-7391,1967-04-14,58,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Roupas e Calçados
(11) 99261-9614,1951-09-11,74,Feminino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Itaquera,,,Supermercados de Bairro e Mercadinhos
(11) 92354-4578,2003-05-05,22,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Sé,,,Lanchonetes e Fast-Food
(41) 92110-7225,1967-01-09,58,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 97948-4895,1976-01-02,49,Feminino,São Paulo,Butantã,,placeholder_campanha,,São Paulo,Higienópolis,"Bancos, Agências e Correspondentes"
(11) 91226-1557,1994-07-24,31,Feminino,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,"Bancos, Agências e Correspondentes"
(11) 92447-4865,1938-10-18,87,Outro,São Paulo,Penha,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 93543-7977,1974-02-10,51,Feminino,da Mata do Amparo,Limão,São Paulo,placeholder_campanha,Consolação,,,Supermercados e Mercados Express
(11) 94143-5034,1976-10-15,49,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Itaquera,,,Restaurantes e Gastronomia
(11) 98338-2342,1993-05-02,32,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 92942-3619,1952-05-30,73,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Pinheiros,,,Calçados Confortáveis e Ortopédicos
(11) 95930-9221,1984-05-29,41,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Tatuapé,,,"Bancos, Agências e Correspondentes"
(11) 96820-8480,1977-08-09,48,Outro,São Paulo,Tatuapé,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 97095-9153,1973-08-19,52,Feminino,Dias,Itaquera,São Paulo,placeholder_campanha,Limão,São Paulo,Casa Verde,Restaurantes e Gastronomia
(11) 94723-5578,1942-01-29,83,Feminino,Ramos,Lapa,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 95146-2969,1948-07-08,77,Feminino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 95929-1683,1984-08-25,41,Outro,São Paulo,Limão,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 99338-1091,2005-04-30,20,Feminino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Bela Vista,Lanchonetes e Fast-Food
(71) 96572-7393,1969-01-20,56,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Higienópolis,,,Restaurantes e Gastronomia
(11) 97435-4895,1943-02-17,82,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 97160-3016,1968-10-16,57,Masculino,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Itaquera,São Paulo,Pinheiros,"Papelarias, Livrarias e Lojas de Escritório"
(11) 97973-1702,1956-07-03,69,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Casa Verde,,,Bancos e Casas Lotéricas
(11) 91470-3532,1945-09-16,80,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Tatuapé,,,Clubes e Centros de Convivência
(11) 94917-9363,1999-01-08,26,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Moda Urbana e Alternativa
(11) 92232-2722,1988-12-09,36,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 94042-2221,1999-03-03,26,Masculino,Ferreira,Santana,São Paulo,placeholder_campanha,Itaquera,,,Cinema e Streaming Experience Stores
(11) 93771-7215,1997-05-30,28,Masculino,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Ipiranga,Lojas de Roupas e Sneakers
(11) 96196-9252,1941-09-17,84,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Consolação,São Paulo,Casa Verde,Supermercados de Bairro e Mercadinhos
(11) 94290-9401,1962-03-24,63,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Higienópolis,Supermercados de Bairro e Mercadinhos
(11) 99132-6279,1956-09-09,69,Masculino,Teixeira,Bela Vista,,placeholder_campanha,,São Paulo,Tucuruvi,Clubes e Centros de Convivência
(11) 91995-7733,2007-01-15,18,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,,,Barbearias/Salões com estética jovem
(31) 92518-3308,2001-08-30,24,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,São Paulo,Penha,Lojas de Moda Urbana e Alternativa
(11) 94242-6683,1952-08-14,73,Feminino,São Paulo,Consolação,,placeholder_campanha,,São Paulo,Vila Prudente,Fisioterapia e Terapias Complementares
(11) 98395-5566,1964-06-23,61,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Butantã,,,Bancos e Casas Lotéricas
(11) 97989-1091,1978-10-21,47,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Itaquera,São Paulo,Consolação,Supermercados e Mercados Express
(11) 92295-8694,1973-06-02,52,Masculino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,República,,,Lojas de Roupas e Calçados
(31) 99947-4014,1972-04-29,53,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Penha,São Paulo,Consolação,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 95557-9568,1958-11-25,66,Outro,São Paulo,Consolação,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 98415-5824,1990-06-01,35,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Santana,,,Lojas de Móveis e Decoração
(11) 97336-7586,2007-12-01,17,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Sé,Lojas de Moda Urbana e Alternativa
(11) 98274-2925,2008-08-02,17,Outro,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Bela Vista,Barbearias/Salões com estética jovem
(11) 92708-4519,1937-05-29,88,Outro,São Paulo,Consolação,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(11) 97937-7283,1943-09-02,82,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Tucuruvi,,,Produtos Naturais e Fitoterápicos
(31) 95033-3858,2004-02-22,21,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Eletrônicos e Games
(11) 96048-9782,1954-10-29,71,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Bela Vista,,,Clubes e Centros de Convivência
(11) 97988-8751,1980-11-08,44,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,República,,,Lojas de Roupas e Calçados
(11) 93373-6998,1997-10-21,28,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Bela Vista,Cafeterias e Bistrôs Modernos
(11) 96172-4238,2004-12-14,20,Feminino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Penha,,,Barbearias/Salões com estética jovem
(11) 94366-4015,1992-02-29,33,Outro,São Paulo,Ipiranga,,placeholder_campanha,,São Paulo,Vila Prudente,Lojas de Roupas e Calçados
(61) 94043-9828,1962-01-21,63,Feminino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Higienópolis,,,Supermercados de Bairro e Mercadinhos
(11) 92644-8115,1993-04-15,32,Masculino,São Paulo,Higienópolis,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 94688-2647,1937-03-03,88,Feminino,Costela,Bela Vista,São Paulo,placeholder_campanha,Sé,São Paulo,Sé,Supermercados de Bairro e Mercadinhos
(11) 91100-7966,1965-11-26,59,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,República,,,Supermercados e Mercados Express
(11) 97275-8243,1966-07-21,59,Feminino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Tatuapé,,,Lojas de Roupas e Calçados
(11) 97186-5642,1956-11-10,68,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes com comida caseira
(11) 95906-8167,2008-07-04,17,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Jabaquara,,,Lojas de Roupas e Sneakers
(11) 99955-6083,1983-03-15,42,Feminino,São Paulo,Butantã,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 98537-2839,1935-02-22,90,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Limão,,,Produtos Naturais e Fitoterápicos
(11) 96852-6900,1956-03-26,69,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Consolação,São Paulo,Higienópolis,Fisioterapia e Terapias Complementares
(11) 94654-9254,1991-09-15,34,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 92028-5908,1937-05-18,88,Outro,São Paulo,Ipiranga,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 99667-7228,1947-11-26,77,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Sé,São Paulo,Ipiranga,Fisioterapia e Terapias Complementares
(11) 94087-6259,2007-05-31,18,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Espaços Culturais e de Experiência Interativa
(11) 99732-2064,1986-02-12,39,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Vila Prudente,São Paulo,Higienópolis,Lojas de Móveis e Decoração
(11) 93983-4498,1937-02-14,88,Outro,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Bela Vista,,,Clubes e Centros de Convivência
(11) 95236-1578,2008-08-21,17,Masculino,São Paulo,Vila Prudente,,placeholder_campanha,,São Paulo,Sé,Lojas de Eletrônicos e Games
(11) 91471-7594,1947-07-02,78,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Campo Limpo,São Paulo,Consolação,Bancos e Casas Lotéricas
(11) 99176-1419,1997-06-22,28,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Tatuapé,,,Academias e Studios Fitness
(11) 99970-8342,1998-12-11,26,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 91776-6749,1985-01-17,40,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Roupas e Calçados
(11) 92433-6681,1968-11-04,57,Outro,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Sé,,,Clínicas de Saúde e Bem-estar
(11) 97133-8296,1996-03-28,29,Feminino,São Paulo,Limão,São Paulo,placeholder_campanha,Sé,São Paulo,Tatuapé,Lojas de Moda Urbana e Alternativa
(11) 94175-2362,1955-02-19,70,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 94727-6579,1999-01-10,26,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Higienópolis,,,Barbearias/Salões com estética jovem
(11) 96689-7546,1955-10-09,70,Outro,São Paulo,Higienópolis,,placeholder_campanha,,São Paulo,Tucuruvi,Bancos e Casas Lotéricas
(11) 97916-5641,1956-08-26,69,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 92074-5767,1948-04-14,77,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Clubes e Centros de Convivência
(11) 94596-9449,1938-09-14,87,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Bela Vista,,,Produtos Naturais e Fitoterápicos
(11) 91908-8169,1982-08-25,43,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,Penha,,,Lojas de Roupas e Calçados
(11) 97124-6296,1992-06-18,33,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,República,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 94187-3825,1963-04-01,62,Masculino,São Paulo,Limão,São Paulo,placeholder_campanha,Penha,São Paulo,República,Clínicas Médicas e Laboratórios
(11) 97038-7998,1972-01-26,53,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 93621-5921,1994-08-21,31,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Tatuapé,Lojas de Roupas e Sneakers
(11) 94949-5623,2008-07-22,17,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Bela Vista,,,Lanchonetes e Fast-Food
(11) 97668-7553,1935-07-07,90,Masculino,São Paulo,Pinheiros,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 96296-5100,1994-06-11,31,Feminino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas de Saúde e Bem-estar
(21) 94502-1698,1981-06-23,44,Outro,Ribeiro,Vila Prudente,,placeholder_campanha,,São Paulo,República,Farmácias e Drogarias
(11) 95067-2557,1958-12-17,66,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Casa Verde,,,Calçados Confortáveis e Ortopédicos
(11) 97357-8728,1990-10-11,35,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96595-2273,1991-01-06,34,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Sé,São Paulo,Santo Amaro,Farmácias e Drogarias
(11) 91163-2566,1968-03-17,57,Outro,São Paulo,Tatuapé,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 94985-2055,1951-03-08,74,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Santo Amaro,,,Fisioterapia e Terapias Complementares
(11) 94880-7744,1973-04-13,52,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Consolação,São Paulo,Higienópolis,Supermercados e Mercados Express
(41) 91730-3147,1989-09-11,36,Outro,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Higienópolis,,,Restaurantes e Gastronomia
(11) 95678-9956,1964-06-15,61,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Consolação,São Paulo,Butantã,Fisioterapia e Terapias Complementares
(11) 97259-9302,2000-08-30,25,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,,,Cafeterias e Bistrôs Modernos
(11) 93143-3848,1989-10-16,36,Outro,Castro,Campo Limpo,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,"Papelarias, Livrarias e Lojas de Escritório"
(71) 95624-9238,1940-01-24,85,Outro,São Paulo,Penha,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 93540-3829,1936-01-04,89,Masculino,Monteiro,Santana,São Paulo,placeholder_campanha,Sé,,,Restaurantes com comida caseira
(11) 98628-4857,1946-08-09,79,Masculino,Moura,Sé,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(61) 99830-4645,1947-11-02,78,Feminino,São Paulo,Sé,São Paulo,placeholder_campanha,Consolação,São Paulo,República,Clínicas Médicas e Laboratórios
(11) 94739-7567,1985-08-13,40,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,São Paulo,Sé,"Papelarias, Livrarias e Lojas de Escritório"
(11) 91142-1627,2008-12-30,16,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,São Paulo,Sé,Academias e Studios Fitness
(11) 92141-5698,1955-12-23,69,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Sé,,,Produtos Naturais e Fitoterápicos
(11) 92723-5773,1935-02-03,90,Feminino,São Paulo,Sé,,placeholder_campanha,,São Paulo,Lapa,Calçados Confortáveis e Ortopédicos
(11) 95862-7626,1994-06-11,31,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Tucuruvi,,,Lojas de Roupas e Calçados
(11) 98925-4847,1962-06-10,63,Masculino,Teixeira do Campo,Penha,São Paulo,placeholder_campanha,Consolação,,,Supermercados de Bairro e Mercadinhos
(11) 98328-1594,1943-01-30,82,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Vila Prudente,Calçados Confortáveis e Ortopédicos
(11) 93077-3054,1952-08-30,73,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,República,São Paulo,República,Clínicas Médicas e Laboratórios
(11) 95004-9868,1977-11-21,47,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,República,,,Farmácias e Drogarias
(11) 96902-3781,1936-05-27,89,Feminino,São Paulo,Limão,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 99225-3830,1981-02-08,44,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas de Saúde e Bem-estar
(11) 93850-1093,1990-07-12,35,Outro,São Paulo,Santo Amaro,,placeholder_campanha,,São Paulo,Limão,Supermercados e Mercados Express
(11) 99495-6391,1954-08-11,71,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,Tucuruvi,Supermercados de Bairro e Mercadinhos
(11) 94414-4107,1939-10-02,86,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Pinheiros,,,Farmácias e Drogarias
(31) 94396-8213,2007-11-19,17,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Tucuruvi,,,Cafeterias e Bistrôs Modernos
(11) 93071-4717,1966-08-01,59,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,República,São Paulo,Bela Vista,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94841-2993,1966-09-04,59,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,Bela Vista,,,Supermercados e Mercados Express
(11) 96015-4591,1979-12-26,45,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,República,São Paulo,Consolação,Lojas de Roupas e Calçados
(11) 95018-2699,1988-07-06,37,Feminino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Consolação,,,Farmácias e Drogarias
(11) 94366-9346,1985-03-13,40,Feminino,São Paulo,República,,placeholder_campanha,,São Paulo,República,Lojas de Móveis e Decoração
(61) 94324-6982,1992-04-12,33,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Consolação,,,"Bancos, Agências e Correspondentes"
(11) 99308-3995,1945-04-18,80,Outro,São Paulo,Itaquera,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(11) 95659-8980,2001-12-14,23,Outro,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,Sé,Espaços Culturais e de Experiência Interativa
(11) 95082-8502,1987-07-02,38,Feminino,Ferreira dos Dourados,Bela Vista,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Lapa,"Bancos, Agências e Correspondentes"
(11) 91246-5387,1960-04-20,65,Outro,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Tucuruvi,Supermercados de Bairro e Mercadinhos
(11) 93505-9217,1982-10-23,43,Feminino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes e Gastronomia
(11) 94989-5946,1973-02-03,52,Feminino,São Paulo,República,São Paulo,placeholder_campanha,Limão,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 91985-8554,1974-05-14,51,Outro,São Paulo,Vila Prudente,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 99923-3514,1991-04-23,34,Outro,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Limão,São Paulo,Sé,Restaurantes e Gastronomia
(41) 93956-7319,1955-07-01,70,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,República,,,Restaurantes com comida caseira
(11) 96542-7266,1965-03-22,60,Outro,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Itaquera,São Paulo,Consolação,Bancos e Casas Lotéricas
(11) 99864-3861,1966-01-04,59,Outro,Porto,Vila Prudente,São Paulo,placeholder_campanha,Itaquera,,,"Bancos, Agências e Correspondentes"
(11) 93201-3669,2002-07-24,23,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Academias e Studios Fitness
(11) 93737-1316,1982-06-19,43,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Consolação,São Paulo,Sé,Clínicas de Saúde e Bem-estar
(11) 99692-7446,1999-08-04,26,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Consolação,São Paulo,Higienópolis,Cafeterias e Bistrôs Modernos
(21) 93476-2085,1979-06-08,46,Feminino,Silveira de Ribeiro,Penha,São Paulo,placeholder_campanha,República,,,Clínicas de Saúde e Bem-estar
(11) 98511-3450,1991-02-22,34,Masculino,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Santana,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96880-5536,1956-09-08,69,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Higienópolis,,,Bancos e Casas Lotéricas
(11) 93356-5920,1995-04-26,30,Masculino,São Paulo,Lapa,São Paulo,placeholder_campanha,Sé,,,Barbearias/Salões com estética jovem
(11) 92243-1519,1947-09-03,78,Feminino,São Paulo,Penha,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(11) 95242-2456,2002-09-21,23,Feminino,da Mata do Amparo,Butantã,,placeholder_campanha,,,,Cafeterias e Bistrôs Modernos
(41) 98705-4027,2001-03-24,24,Masculino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
